id,make,model,color,vin,license_plate,body_style,doors,drive_type,fuel_type,engine,transmission,country,first_name,last_name,phone,age,address
"2ed91c56-a12f-4051-9910-eba75476560d","Xpeng","A8","ivory","6Z6SY6Z1KCAM24169","xdh-5333","Coupe","3","4x4/4-wheel drive","Electric","4 Cylinder Engine","Automanual","Kazakhstan","Terry","Rempel","(730) 680-3277","76","907 Stracke Springs, East Abraham, SC 13316"
"b0764096-a26b-47e1-9fb5-5dd08bd8818c","Peugeot","Doblo","black","C9BSC85LNWNS73501","vfk-5203","Crew Cab Pickup","3","4x2/2-wheel drive","Compressed Natural Gas","4 Cylinder Engine","Manual","Mali","Isidro","Lang","(730) 221-7562","77","1872 Pia Creek, West Kerri, ND 96999"
"51541a78-552a-4ac0-82cb-b5020c943d8a","Toyota","Camero","sky blue","A7D2T9740SCD02213","gho-0425","Passenger Van","1","4x4/4-wheel drive","Electric","6 Cylinder Engine","Automanual","Namibia","Leta","Leffler","(512) 499-5107","64","Suite 527 668 Nobuko Lock, South Chastity, WY 40652"
"f4ecb9d1-8494-4c3e-8005-068fd1b8a268","Hyundai","Linea","indigo","U6JL1WCCLMW435371","png-9379","Extended Cab Pickup","3","AWD","Gasoline Hybrid","8 Cylinder Engine","Manual","Mozambique","Nubia","Jenkins","(983) 221-9927","65","423 Yesenia Station, New Silashaven, AR 81676"
"c8a30031-960e-46cb-9dfd-007dd1940ccc","Opel","Model 3","fuchsia","JAAB08WVG0M314716","nfh-3683","Sedan","3","AWD","Gasoline Hybrid","4 Cylinder Engine","Manual","Venezuela (Bolivarian Republic of)","Kristi","Fisher","(505) 264-3910","25","43637 Bartoletti Motorway, West Hildegardborough, HI 52085"
"63cfbd59-9958-4c9b-baa0-f53aa9dc884b","Buick","LaCrosse","tan","M0UG27RZB0V497566","ouy-4127","Wagon","1","AWD","Compressed Natural Gas","8 Cylinder Engine","Automatic","Japan","Roman","Rutherford","(713) 481-4497","23","Suite 506 669 Lewis Mountains, Kuhnport, IN 70883"
"b9acd892-8ca7-4f9d-88b7-7691f3bffb6b","Volkswagen","Focus","orange","9K4H9018ATNZ07373","wrn-9608","Wagon","4","AWD","Compressed Natural Gas","4 Cylinder Engine","CVT","Canada","Noe","Huels","(305) 275-0598","45","080 Lehner Pass, Port Alishia, NH 41848"
"df07529d-5b80-42b0-a94b-79aa91c1f796","BMW","Duster","orchid","875FHSRXT5K452267","dod-9910","Sedan","2","FWD","E-85/Gasoline","4 Cylinder Engine","Automatic","Paraguay","Denice","Cole","(815) 863-4071","23","2089 Carola Streets, Walkerstad, IL 71972"
"e3f8df0f-4915-44fc-80b6-54b16f6b9dfe","Dacia","Captur","tan","6KNLAE7VU6C625725","lfo-1905","Minivan","3","RWD","Electric","6 Cylinder Engine","Manual","Togo","Dewey","Brakus","(505) 601-4883","32","Apt. 847 39265 Karena Walk, Purdyside, HI 72994"
"f2d3cf33-488f-4afe-812a-26243fa82ee0","Fiat","Ram","salmon","CUHTTJDACKDU43303","bul-3962","Regular Cab Pickup","3","RWD","Ethanol","8 Cylinder Engine","Manual","Cuba","Merrilee","Klocko","(505) 620-2119","51","085 Talia Forest, South Wanetta, AZ 35956"
"b87b18d7-1265-4ae0-a23b-8522c4719a10","Chevy","F150","white","HS0WZ5XRVHR488752","sth-7123","SUV","2","4x4/4-wheel drive","E-85/Gasoline","6 Cylinder Engine","Automatic","Timor-Leste","Beata","Bradtke","(730) 236-4830","54","130 Jenkins Junctions, Port Josiah, KS 49977"
